date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:54:49	42067/42067	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:48%20GMT	https://www.docplanner.com/about-us	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/about-us.html	(from )
01:54:50	1253/1253	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Apr%202021%2023:54:49%20GMT	https://www.docplanner.com/robots.txt		(from )
01:54:50	3226/3226	---M--	200	added ('OK')	image/png	etag:%226066b377-c9a%22	https://www.docplanner.com/favicon/apple-touch-icon.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/favicon/apple-touch-icon.png	(from https://www.docplanner.com/about-us)
01:54:50	1559/1559	---M--	200	added ('OK')	image/png	etag:%226066b377-617%22	https://www.docplanner.com/favicon/favicon-32x32.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/favicon/favicon-32x32.png	(from https://www.docplanner.com/about-us)
01:54:51	999/999	---M--	200	added ('OK')	image/png	etag:%226066b377-3e7%22	https://www.docplanner.com/favicon/favicon-16x16.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/favicon/favicon-16x16.png	(from https://www.docplanner.com/about-us)
01:54:51	440/440	---M--	200	added ('OK')	application/octet-stream	etag:%226066b377-1b8%22	https://www.docplanner.com/favicon/site.webmanifest	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/favicon/site.webmanifest	(from https://www.docplanner.com/about-us)
01:54:51	10912/10912	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-2aa0%22	https://www.docplanner.com/favicon/safari-pinned-tab.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/favicon/safari-pinned-tab.svg	(from https://www.docplanner.com/about-us)
01:54:52	36360/36360	---MCZ	200	added ('OK')	text/css	etag:W/%226066f29e-8e08%22	https://www.docplanner.com/static/css/main.css	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/static/css/main.css	(from https://www.docplanner.com/about-us)
01:54:52	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2027%20Apr%202021%2023:54:51%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/Poetai/Desktop/WebCopie/www.googletagmanager.com/gtm.75445.delayed	(from https://www.docplanner.com/about-us)
01:54:53	4415/4415	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226066b377-113f%22	https://www.docplanner.com/img/logo-default-group-en.svg?v=1	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/logo-default-group-en3860.svg	(from https://www.docplanner.com/about-us)
01:54:53	9518/9518	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Apr%202021%2023:54:52%20GMT	https://www.docplanner.com/	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/index.html	(from https://www.docplanner.com/about-us)
01:54:53	141849/141849	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:52%20GMT	https://www.docplanner.com/career	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/career.html	(from https://www.docplanner.com/about-us)
01:54:54	320730/320730	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:52%20GMT	https://www.docplanner.com/department?dep=marketing	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/department0a89.html	(from https://www.docplanner.com/about-us)
01:54:54	325632/325632	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:53%20GMT	https://www.docplanner.com/department?dep=customer	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/department2700.html	(from https://www.docplanner.com/about-us)
01:54:58	319135/319135	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:56%20GMT	https://www.docplanner.com/department?dep=it	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/department1872.html	(from https://www.docplanner.com/about-us)
01:55:01	315839/315839	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:54:59%20GMT	https://www.docplanner.com/department?dep=finance	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/department5c6a.html	(from https://www.docplanner.com/about-us)
01:55:01	316746/316746	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:00%20GMT	https://www.docplanner.com/department?dep=hr	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/departmentbb1e.html	(from https://www.docplanner.com/about-us)
01:55:01	668/668	---M--	200	added ('OK')	image/png	etag:%226066b377-29c%22	https://www.docplanner.com/img/sygnet.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/sygnet.png	(from https://www.docplanner.com/about-us)
01:55:02	2047/2047	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-7ff%22	https://www.docplanner.com/icons/icon-patients.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/icons/icon-patients.svg	(from https://www.docplanner.com/about-us)
01:55:02	1468/1468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-5bc%22	https://www.docplanner.com/icons/icon-doctors.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/icons/icon-doctors.svg	(from https://www.docplanner.com/about-us)
01:55:02	2330/2330	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-91a%22	https://www.docplanner.com/icons/icon-clinics.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/icons/icon-clinics.svg	(from https://www.docplanner.com/about-us)
01:55:02	1573/1573	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-625%22	https://www.docplanner.com/logos/logo-tuotempo.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/logos/logo-tuotempo.svg	(from https://www.docplanner.com/about-us)
01:55:03	8589/8589	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-218d%22	https://www.docplanner.com/logos/logo-gipo.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/logos/logo-gipo.svg	(from https://www.docplanner.com/about-us)
01:55:03	10639/10639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-298f%22	https://www.docplanner.com/logos/logo-clinicloud.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/logos/logo-clinicloud.svg	(from https://www.docplanner.com/about-us)
01:55:07	141849/141849	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:06%20GMT	https://www.docplanner.com/career?&loc=poland	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/careerc99f.html	(from https://www.docplanner.com/about-us)
01:55:07	140256/140256	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:06%20GMT	https://www.docplanner.com/career?&loc=spain	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/careerc994.html	(from https://www.docplanner.com/about-us)
01:55:08	141849/141849	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:07%20GMT	https://www.docplanner.com/career?&loc=rome	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/career1aae.html	(from https://www.docplanner.com/about-us)
01:55:08	141039/141039	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:07%20GMT	https://www.docplanner.com/career?&loc=italy	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/career1eae.html	(from https://www.docplanner.com/about-us)
01:55:08	141039/141039	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:07%20GMT	https://www.docplanner.com/career?&loc=brazil	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/career72c2.html	(from https://www.docplanner.com/about-us)
01:55:13	2442/2442	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-98a%22	https://www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	(from https://www.docplanner.com/about-us)
01:55:14	140256/140256	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2023:55:07%20GMT	https://www.docplanner.com/career?&loc=mexico	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/career9575.html	(from https://www.docplanner.com/about-us)
01:55:14	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Users/Poetai/Desktop/WebCopie/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://www.docplanner.com/about-us)
01:55:14	6784/6784	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-1a80%22	https://www.docplanner.com/static/js/vendor/instafeed.min.js	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/static/js/vendor/instafeed.min.js	(from https://www.docplanner.com/about-us)
01:55:14	132298/132298	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-204ca%22	https://www.docplanner.com/static/js/vendor/vendor.min.js	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/static/js/vendor/vendor.min.js	(from https://www.docplanner.com/about-us)
01:55:14	107829/107829	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066f29e-1a535%22	https://www.docplanner.com/static/js/main.js	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/static/js/main.js	(from https://www.docplanner.com/about-us)
01:55:15	270/270	---M--	200	added ('OK')	image/png	etag:%226066b377-10e%22	https://www.docplanner.com/icons/arrow-icon@2x.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/icons/arrow-icon@2x.png	(from https://www.docplanner.com/static/css/main.css)
01:55:15	823/823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-337%22	https://www.docplanner.com/icons/icon-caret-white.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/icons/icon-caret-white.svg	(from https://www.docplanner.com/static/css/main.css)
01:55:15	5457/5457	---M--	200	added ('OK')	image/png	etag:%226066b377-1551%22	https://www.docplanner.com/img/logo.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/logo.png	(from https://www.docplanner.com/static/css/main.css)
01:55:16	214141/214141	---M--	200	added ('OK')	image/png	etag:%226066b377-3447d%22	https://www.docplanner.com/images/video-en.png	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/video-en.png	(from https://www.docplanner.com/static/css/main.css)
01:55:16	19490/19490	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4c22%22	https://www.docplanner.com/images/fb3.jpg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/fb3.jpg	(from https://www.docplanner.com/static/css/main.css)
01:55:16	32043/32043	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-7d2b%22	https://www.docplanner.com/images/fb1.jpg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/fb1.jpg	(from https://www.docplanner.com/static/css/main.css)
01:55:17	321289/321289	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4e709%22	https://www.docplanner.com/images/bg-top.jpg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/bg-top.jpg	(from https://www.docplanner.com/static/css/main.css)
01:55:19	46655/46655	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-b63f%22	https://www.docplanner.com/images/fb2.jpg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/fb2.jpg	(from https://www.docplanner.com/static/css/main.css)
01:55:19	3526/3526	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-dc6%22	https://www.docplanner.com/img/poland.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/poland.svg	(from https://www.docplanner.com/career)
01:55:20	33647/33647	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226066b377-836f%22	https://www.docplanner.com/images/video.jpg?v=1	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/images/video3860.jpg	(from https://www.docplanner.com/static/css/main.css)
01:55:21	5088/5088	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-13e0%22	https://www.docplanner.com/img/italy.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/italy.svg	(from https://www.docplanner.com/career)
01:55:21	3781/3781	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-ec5%22	https://www.docplanner.com/img/spain.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/spain.svg	(from https://www.docplanner.com/career)
01:55:21	46812/46812	---M--	200	added ('OK')	image/png	etag:%2294ae3132c7f9b43b25fe2b6f434fee58%22	http://s3-eu-west-1.amazonaws.com/docplanner.com/video/button_place.png	C:/Users/Poetai/Desktop/WebCopie/s3-eu-west-1.amazonaws.com/docplanner.com/video/button_place.png	(from https://www.docplanner.com/static/css/main.css)
01:55:21	3244/3244	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-cac%22	https://www.docplanner.com/img/brazil.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/brazil.svg	(from https://www.docplanner.com/career)
01:55:21	3104/3104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-c20%22	https://www.docplanner.com/img/mexico.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/mexico.svg	(from https://www.docplanner.com/career)
01:55:22	5121/5121	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-1401%22	https://www.docplanner.com/img/turkey.svg	C:/Users/Poetai/Desktop/WebCopie/www.docplanner.com/img/turkey.svg	(from https://www.docplanner.com/career)
